DATE,MNROCK3URN,MNROCK3LFN,MHIMN27133A052NCEN,RACEDISPARITY027133,PI27133,2020RATIO027133,B14005DCYACS027133,DP04ACS027133,MNROCK3POP,CDC20N2U027133,USPTOISSUED027133,PCPI27133,PUAAMN27133A647NCEN,B01002001E027133,B080ACS027133,CDC20N2UAA027133,ATNHPIUS27133A,EQFXSUBPRIME027133,HC01ESTVC1727133,S1701ACS027133,HC01ESTVC1627133,ENU2713320510,BPPRIV027133,MHICILBMN27133A052NCEN,MHICIUBMN27133A052NCEN,PUA0T17MN27133A647NCEN,PUA5T17RMN27133A647NCEN,HOWNRATEACS027133,NETMIGNACS027133,B03002012E027133,S1101SPHOUSE027133,PEAAMN27133A647NCEN,PPAAMN27133A156NCEN,PECILBAAMN27133A647NCEN,PECIUBAAMN27133A647NCEN,PPCILBAAMN27133A156NCEN,DMPCRATE027133,PPCIUBAAMN27133A156NCEN,FBITC027133,S1501ACSTOTAL027133,MNNIUA475SCEN,B03002003E027133,B03002006E027133,B03002005E027133,PE5T17MN27133A647NCEN,PP5T17MN27133A156NCEN,PECILB5T17MN27133A647NCEN,PECIUB5T17MN27133A647NCEN,PPCILB5T17MN27133A156NCEN,CBR27133MNA647NCEN,PEU18MN27133A647NCEN,PPU18MN27133A156NCEN,B03002004E027133,PECILBU18MN27133A647NCEN,PECIUBU18MN27133A647NCEN,PPCILBU18MN27133A156NCEN,PPCIUB5T17MN27133A156NCEN,PPCIUBU18MN27133A156NCEN,county
2015-01-01,2.9,5887.0,55462.0,41.216599617884064,480743.0,12.117341469448338,3.4682080924855487,24.567934060090398,9.452,371.7,,50036.0,9349.0,41.1,18.480561306648266,252.4,148.15,17.633928571428573,20.4,11.4,89.8,269.0,12.0,50430.0,60494.0,2372.0,1768.0,78.33279621871307,180.0,233.0,24.04274265360641,905.0,9.7,723.0,1087.0,7.8,54.436999999918,11.6,139.0,32.3,,9062.0,89.0,58.0,190.0,10.7,145.0,235.0,8.2,632.0,299.0,12.6,51.0,239.0,359.0,10.1,13.2,15.1,ROCK
2015-02-01,2.8,5779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2015-03-01,2.6,5896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2015-04-01,2.0,5792.0,,,,,,,,,,,,,,,,17.634173055859804,,,,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2015-05-01,2.0,5802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2015-06-01,2.1,6002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2015-07-01,2.1,5909.0,,,,,,,,,,,,,,,,17.738359201773836,,,,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2015-08-01,1.8,5864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2015-09-01,1.6,5855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2015-10-01,1.6,6052.0,,,,,,,,,,,,,,,,17.594654788418712,,,,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2015-11-01,1.7,5989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2015-12-01,2.1,6078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2016-01-01,2.9,6062.0,57518.0,19.479954809283644,448558.0,11.082070083903263,10.831721470019342,22.97368421052632,9.413,326.7,,46901.0,9310.0,41.6,18.503674781809828,252.8,150.29,17.434210526315788,20.6,10.7,90.1,259.0,18.0,51944.0,63092.0,2374.0,1797.0,76.58132530120481,,246.0,22.440273037542664,877.0,9.4,696.0,1058.0,7.5,,11.3,106.0,33.4,,9031.0,88.0,62.0,177.0,9.8,133.0,221.0,7.4,,271.0,11.4,75.0,209.0,333.0,8.8,12.2,14.0,ROCK
2016-02-01,2.8,5860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2016-03-01,2.7,6004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2016-04-01,2.2,5902.0,,,,,,,,,,,,,,,,17.973856209150327,,,,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2016-05-01,2.0,5884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2016-06-01,2.4,5993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2016-07-01,2.2,5858.0,,,,,,,,,,,,,,,,16.276477146042367,,,,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2016-08-01,2.2,5824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2016-09-01,2.1,5779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2016-10-01,2.1,5993.0,,,,,,,,,,,,,,,,16.52078774617068,,,,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2016-11-01,1.8,6018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2016-12-01,2.4,6008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2017-01-01,2.8,6008.0,,,,,,,9.49,,,,,,,,166.85,16.776315789473685,,,,261.0,28.0,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,,,ROCK
2017-02-01,2.7,5858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2017-03-01,2.3,5907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2017-04-01,1.8,5962.0,,,,,,,,,,,,,,,,16.31753031973539,,,,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2017-05-01,1.8,5948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2017-06-01,2.1,5967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2017-07-01,2.2,5889.0,,,,,,,,,,,,,,,,17.24867724867725,,,,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2017-08-01,2.1,5743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2017-09-01,1.8,5802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2017-10-01,1.4,5991.0,,,,,,,,,,,,,,,,17.70943796394486,,,,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2017-11-01,1.8,5943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2017-12-01,2.0,5928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2018-01-01,3.3,5938.0,,,,,,,,,,,,,,,,16.666666666666664,,,,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2018-02-01,3.2,5937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2018-03-01,3.0,5968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2018-04-01,2.4,5988.0,,,,,,,,,,,,,,,,16.365688487584652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2018-05-01,2.0,6073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2018-06-01,2.4,6057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2018-07-01,2.1,5998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
2018-08-01,1.8,5716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCK
