,B27001_001E,B27001_002E,B29001_001E,B29001_002E,B29001_003E,B29001_004E,B29001_005E,B29002_001E,B29002_002E,B29002_003E,B29002_004E,B29002_005E,B29002_006E,B29002_007E,B29002_008E,B29003_001E,B29003_002E,B29003_003E,NAME,state,county,year
396,139286,68853,97621,19245,21741,32197,24438,97621,4425,4355,18113,26386,9482,22594,12266,95155,5764,89391,"Napa County, California",06,055,2017
397,98837,49209,80677,9692,16088,28619,26278,80677,451,3710,15231,24359,8833,17117,10976,79865,9103,70762,"Nevada County, California",06,057,2017
398,3175155,1565376,2077742,468818,477638,705087,426199,2077742,79738,110692,379384,511487,168194,545925,282322,2054623,172637,1881986,"Orange County, California",06,059,2017
399,383639,186475,285116,46948,65721,101277,71170,285116,3759,9451,59319,83548,29910,65068,34061,282896,23389,259507,"Placer County, California",06,061,2017
400,2400720,1187518,1562858,382195,385100,487901,307662,1562858,64745,119652,470139,443563,130545,217687,116527,1538261,161421,1376840,"Riverside County, California",06,065,2017
401,1517379,737910,1035911,229836,266737,342299,197039,1035911,38695,60270,252354,283573,100340,200324,100355,1022764,120521,902243,"Sacramento County, California",06,067,2017
402,2103552,1026745,1373514,371735,347455,432882,221442,1373514,60962,138598,390166,400879,119234,177940,85735,1325790,162448,1163342,"San Bernardino County, California",06,071,2017
403,3239196,1598687,2280121,573547,583669,704624,418281,2280121,73218,110062,471584,597939,189719,529042,308557,2210039,205808,2004231,"San Diego County, California",06,073,2017
404,880097,447817,655892,144409,191833,192619,127031,655892,38267,25367,74257,109105,32478,238363,138055,645017,60972,584045,"San Francisco County, California",06,075,2017
405,735416,362171,465749,111992,117046,150259,86452,465749,28066,40667,142565,128394,43810,57008,25239,454884,55194,399690,"San Joaquin County, California",06,077,2017
406,276654,137303,220267,56878,41360,68241,53788,220267,5063,8281,45930,72038,20408,41232,27315,205178,25034,180144,"San Luis Obispo County, California",06,079,2017
407,767094,377785,504076,87165,125880,179916,111115,504076,16473,16099,78242,102307,35812,149931,105212,500196,24158,476038,"San Mateo County, California",06,081,2017
408,441604,218801,287001,87534,54626,82900,61941,287001,10536,14505,50851,91466,20558,62511,36574,272163,33187,238976,"Santa Barbara County, California",06,083,2017
409,1928741,973860,1182679,251948,281312,418353,231066,1182679,45972,56220,186637,244237,84480,324488,240645,1159077,78117,1080960,"Santa Clara County, California",06,085,2017
410,274486,136470,191635,51566,37220,62841,40008,191635,5423,7265,36087,54712,16923,43780,27445,182190,20886,161304,"Santa Cruz County, California",06,087,2017
411,178508,87831,135557,24136,28465,46804,36152,135557,3523,8792,39781,41211,13223,19485,9542,133826,20147,113679,"Shasta County, California",06,089,2017
412,432898,210670,311901,67921,75596,105835,62549,311901,10445,20187,74656,95153,31511,56446,23503,303618,23572,280046,"Solano County, California",06,095,2017
413,500585,243281,358535,67018,76326,123387,91804,358535,7875,16274,72007,101259,34244,80647,46229,354473,29736,324737,"Sonoma County, California",06,097,2017
414,544767,270327,341353,84623,86154,106049,64527,341353,18684,29581,108486,99106,25985,41543,17968,338763,38104,300659,"Stanislaus County, California",06,099,2017
415,95104,48177,62523,14010,15425,19483,13605,62523,3363,6719,15378,18115,8135,7472,3341,61672,5708,55964,"Sutter County, California",06,101,2017
416,460812,230333,257930,71663,67192,75008,44067,257930,17539,25461,81796,72010,22916,27144,11064,254529,45266,209263,"Tulare County, California",06,107,2017
417,847390,417613,571479,123738,128326,199057,120358,571479,25081,28794,114225,159169,56302,124347,63561,563048,40288,522760,"Ventura County, California",06,111,2017
418,217937,105427,148129,52606,29703,40485,25335,148129,5539,6729,28320,48953,9147,28236,21205,142788,27483,115305,"Yolo County, California",06,113,2017
419,75194,38049,51072,12461,14173,16093,8345,51072,1357,6043,13594,16432,5059,6687,1900,50195,6025,44170,"Yuba County, California",06,115,2017
420,499499,251382,322033,73575,95978,102426,50054,322033,9029,28963,100029,79840,30081,53301,20790,318899,26864,292035,"Adams County, Colorado",08,001,2017
421,636647,314420,440046,92567,118495,151427,77557,440046,6689,19775,94596,96921,35238,124090,62737,435774,28926,406848,"Arapahoe County, Colorado",08,005,2017
422,320259,160634,242112,66006,53025,79660,43421,242112,2383,6601,30031,56957,13943,76506,55691,231720,30282,201438,"Boulder County, Colorado",08,013,2017
423,68012,34036,50332,9755,13977,17888,8712,50332,549,1014,8730,8996,4917,17506,8620,50041,2291,47750,"Broomfield County, Colorado",08,014,2017
424,699063,349712,504339,127836,165248,134183,77072,504339,13013,22912,89876,99887,27542,157988,93121,494175,50948,443227,"Denver County, Colorado",08,031,2017
425,334181,166031,236189,38790,66273,93210,37916,236189,1153,5399,32738,51591,17481,86160,41667,235568,8513,227055,"Douglas County, Colorado",08,035,2017
426,666181,326299,509868,128064,133814,162565,85425,509868,8250,20575,110694,141787,47929,111817,68816,494754,46202,448552,"El Paso County, Colorado",08,041,2017
427,568122,282305,441929,80994,113192,157116,90627,441929,3013,20244,95699,100822,32161,122543,67447,434239,29360,404879,"Jefferson County, Colorado",08,059,2017
428,341575,170635,264430,72524,60198,80426,51282,264430,3594,8054,55926,61111,21558,70486,43701,256120,29884,226236,"Larimer County, Colorado",08,069,2017
429,150635,75021,115136,23474,26080,36903,28679,115136,1827,7556,31635,35887,10814,18472,8945,112415,15933,96482,"Mesa County, Colorado",08,077,2017
430,163053,79724,126462,26102,28850,41660,29850,126462,3275,9223,38592,37208,11912,17855,8397,123093,19790,103303,"Pueblo County, Colorado",08,101,2017
431,302314,151486,206048,47618,56154,66975,35301,206048,5637,11087,59226,56442,19854,37388,16414,199879,17617,182262,"Weld County, Colorado",08,123,2017
432,941488,457945,623993,116724,128569,238954,139746,623993,18351,32034,130458,109934,40650,168448,124118,608761,40630,568131,"Fairfield County, Connecticut",09,001,2017
433,882830,426436,650930,127686,145657,233197,144390,650930,21817,40270,178551,122939,54586,135033,97734,632676,59935,572741,"Hartford County, Connecticut",09,003,2017
434,180840,89984,142499,20961,26923,58505,36110,142499,2888,6908,40460,27642,14520,30264,19817,140887,9179,131708,"Litchfield County, Connecticut",09,005,2017
435,161344,78214,130021,22077,26095,50070,31779,130021,2349,5317,36572,25352,11869,29092,19470,125368,7829,117539,"Middlesex County, Connecticut",09,007,2017
436,850373,409286,642591,136218,139507,224986,141880,642591,15975,38756,203622,130022,49557,116619,88040,618467,58407,560060,"New Haven County, Connecticut",09,009,2017
437,256066,125451,209987,43585,43055,76619,46728,209987,4530,13313,61058,48910,16520,37425,28231,198764,14636,184128,"New London County, Connecticut",09,011,2017
438,148986,73698,121393,35533,22303,41241,22316,121393,1505,3786,32181,35533,8620,23770,15998,106888,7489,99399,"Tolland County, Connecticut",09,013,2017
439,114595,55965,90253,18333,20070,33100,18750,90253,2833,7132,29404,22608,8328,13086,6862,85959,8021,77938,"Windham County, Connecticut",09,015,2017
440,173630,83115,130536,29274,28341,44040,28881,130536,3583,9282,41736,36583,11149,18582,9621,125978,14361,111617,"Kent County, Delaware",10,001,2017
441,551182,264439,407184,88020,91814,144848,82502,407184,6808,19654,141507,83651,26048,77026,52490,392769,50667,342102,"New Castle County, Delaware",10,003,2017
442,222447,106907,172279,23730,29170,59882,59497,172279,4319,13748,51967,36309,17423,27057,21456,169723,15175,154548,"Sussex County, Delaware",10,005,2017
443,683808,320935,510514,142877,153101,133231,81305,510514,10564,29730,94071,87962,16621,123216,148350,480375,70289,410086,"District of Columbia, District of Columbia",11,001,2017
444,264462,127108,206061,75134,42432,53813,34682,206061,2827,11350,46023,51497,26221,39366,28777,194266,42083,152183,"Alachua County, Florida",12,001,2017
445,178683,87227,139807,26607,33473,49113,30614,139807,4391,10250,41298,38042,15222,19872,10732,137804,17615,120189,"Bay County, Florida",12,005,2017
446,584465,285385,463219,72131,88673,169380,133035,463219,10467,29378,130367,103216,58979,82743,48069,458811,47136,411675,"Brevard County, Florida",12,009,2017
447,1923865,936659,1277775,241917,297702,454345,283811,1277775,44229,79828,338530,288837,128756,251955,145640,1267242,130370,1136872,"Broward County, Florida",12,011,2017
448,178662,86174,151614,15225,18494,48541,69354,151614,4004,8289,53245,37493,13842,22742,11999,148484,13953,134531,"Charlotte County, Florida",12,015,2017
449,143121,69029,122060,13829,17185,39787,51259,122060,2321,11379,49020,29119,10975,12878,6368,119593,13495,106098,"Citrus County, Florida",12,017,2017
450,210141,102597,156368,28576,37363,57971,32458,156368,1436,12840,54127,37734,19072,20296,10863,155322,15234,140088,"Clay County, Florida",12,019,2017
451,370710,181196,257711,33075,37331,76197,111108,257711,6287,10417,68300,48748,22949,61383,39627,255278,17874,237404,"Collier County, Florida",12,021,2017
452,65127,31898,53345,10678,12282,17544,12841,53345,1569,5508,19334,13968,4507,6374,2085,48870,6161,42709,"Columbia County, Florida",12,023,2017
453,918383,440179,682443,158209,171005,227655,125574,682443,14870,53522,194582,163283,71592,125992,58602,665313,82246,583067,"Duval County, Florida",12,031,2017
454,299055,143784,241890,60282,53583,77796,50229,241890,4787,18252,65076,67050,29186,38049,19490,226699,28247,198452,"Escambia County, Florida",12,033,2017
455,110153,53005,88421,11859,15984,28677,31901,88421,1951,4974,31570,20777,8738,12832,7579,88080,9382,78698,"Flagler County, Florida",12,035,2017
456,184552,87702,147452,21254,26311,49220,50667,147452,4686,12610,55286,37076,11654,16847,9293,145611,19355,126256,"Hernando County, Florida",12,053,2017
457,101724,47913,79107,9989,12965,23047,33106,79107,2616,9049,31151,17654,5531,8135,4971,77943,11802,66141,"Highlands County, Florida",12,055,2017
458,1397641,680012,981057,212757,253100,327548,187652,981057,29498,69123,269390,213856,92821,201535,104834,965922,122523,843399,"Hillsborough County, Florida",12,057,2017
459,153230,72796,121625,16327,17203,40418,47677,121625,2664,8865,39630,24368,10880,22302,12916,120727,10358,110369,"Indian River County, Florida",12,061,2017
460,342638,166098,267873,40887,50590,86480,89916,267873,6442,22318,90228,59104,28804,37984,22993,265015,26381,238634,"Lake County, Florida",12,069,2017
461,734548,359267,546688,82056,91767,175102,197763,546688,14774,35418,175760,120493,55068,90200,54975,539364,45724,493640,"Lee County, Florida",12,071,2017
462,287067,136149,228370,83536,46537,61298,36999,228370,3846,8096,39532,63573,27352,51509,34462,217500,41394,176106,"Leon County, Florida",12,073,2017
463,382647,183886,288437,41731,50583,94804,101319,288437,5969,20155,85400,64068,25769,54170,32906,285544,24318,261226,"Manatee County, Florida",12,081,2017
464,345634,166138,278606,42953,48269,87212,100172,278606,8590,33309,98150,58851,21990,38341,19375,270282,37186,233096,"Marion County, Florida",12,083,2017
465,157136,77153,125629,16842,19235,41680,47872,125629,2089,10081,35617,28307,11304,26364,11867,123091,11844,111247,"Martin County, Florida",12,085,2017
466,2727281,1317605,1613359,337791,389167,517568,368833,1613359,120406,128708,413299,309580,173137,300793,167436,1585221,210372,1374849,"Miami-Dade County, Florida",12,086,2017
467,74777,37847,56522,7614,11760,20946,16202,56522,1134,2193,15505,14346,4612,12361,6371,55462,5598,49864,"Monroe County, Florida",12,087,2017
468,81857,39382,65427,9994,13337,24433,17663,65427,1524,3597,21205,12268,6296,13168,7369,64895,5403,59492,"Nassau County, Florida",12,089,2017
469,190929,93615,151760,33909,36807,49471,31573,151760,2156,7280,37945,40969,18928,28482,16000,146165,14459,131706,"Okaloosa County, Florida",12,091,2017
470,1337792,654376,918850,231454,249646,291978,145772,918850,27313,55192,214064,209288,122348,197513,93132,891125,105977,785148,"Orange County, Florida",12,095,2017
471,350815,172776,230743,53371,62627,73481,41264,230743,10027,19651,66292,64637,29508,29152,11476,229526,23207,206319,"Osceola County, Florida",12,097,2017
472,1458328,704255,1033337,171961,197462,336845,327069,1033337,31699,60948,248019,227174,93569,234147,137781,1017893,94299,923594,"Palm Beach County, Florida",12,099,2017
473,519557,251349,396724,62365,85961,135142,113256,396724,7882,31882,139994,91960,38740,58034,28232,390327,42769,347558,"Pasco County, Florida",12,101,2017
474,958470,458733,763735,117926,146433,273488,225888,763735,17448,47967,221472,170192,76945,149885,79826,751470,80101,671369,"Pinellas County, Florida",12,103,2017
475,678510,330341,498075,97014,110950,156217,133894,498075,20207,43605,174302,123724,45370,59468,31399,487442,60021,427421,"Polk County, Florida",12,105,2017
476,72472,35935,56776,9818,9803,20710,16445,56776,2852,7285,25690,10448,3537,4637,2327,55852,12115,43737,"Putnam County, Florida",12,107,2017
477,241359,116645,185125,27460,40824,69768,47073,185125,3667,12360,43967,35764,14832,48616,25919,183474,18674,164800,"St. Johns County, Florida",12,109,2017
478,311216,151434,228586,39413,43505,74831,70837,228586,7189,17684,82013,51852,21338,32769,15741,226551,20964,205587,"St. Lucie County, Florida",12,111,2017
479,166505,82016,133551,25951,32415,48106,27079,133551,2420,10131,39491,27795,20249,21673,11792,127772,10844,116928,"Santa Rosa County, Florida",12,113,2017
480,415237,197986,340829,39728,47016,107584,146501,340829,8245,19644,103123,67547,30777,65921,45572,336056,26606,309450,"Sarasota County, Florida",12,115,2017
481,459584,221332,346066,69955,88332,120570,67209,346066,3565,15029,63295,69584,62879,92571,39143,342760,35577,307183,"Seminole County, Florida",12,117,2017
482,116344,54035,114185,7203,10331,26213,70438,114185,1536,7812,33417,25671,9213,22682,13854,106386,8257,98129,"Sumter County, Florida",12,119,2017
483,532391,259384,428982,74328,81041,145897,127716,428982,11939,33771,141912,107287,44909,56350,32814,420097,52624,367473,"Volusia County, Florida",12,127,2017
484,66406,32548,53250,7678,12268,19646,13658,53250,1522,5124,15109,11338,5667,8652,5838,51540,6785,44755,"Walton County, Florida",12,131,2017
485,78930,37903,54021,11128,15820,18077,8996,54021,2235,5007,19712,12703,4408,6687,3269,53890,5567,48323,"Barrow County, Georgia",13,013,2017
486,104046,51182,75175,15257,18688,26611,14619,75175,3304,8266,24785,18598,5350,10156,4716,74171,8237,65934,"Bartow County, Georgia",13,015,2017
487,149319,69033,113730,26391,26056,38465,22818,113730,3490,12275,34585,30945,6719,14927,10789,108366,22664,85702,"Bibb County, Georgia",13,021,2017
488,75281,36346,59095,23526,10999,16264,8306,59095,1163,4344,16245,21539,3692,7139,4973,50223,13031,37192,"Bulloch County, Georgia",13,031,2017
489,116475,55307,85908,21303,21108,28726,14771,85908,2088,8029,28889,23010,5946,12142,5804,82801,11327,71474,"Carroll County, Georgia",13,045,2017
490,66077,31178,50684,9415,12470,17648,11151,50684,850,4967,18954,13419,4154,5944,2396,50165,4722,45443,"Catoosa County, Georgia",13,047,2017
491,283639,133483,216482,54091,53542,67290,41559,216482,4420,19102,54000,58304,16450,39204,25002,205682,26522,179160,"Chatham County, Georgia",13,051,2017
492,246439,120817,174834,33124,44965,65170,31575,174834,2671,9029,38404,50348,14753,39880,19749,173366,11505,161861,"Cherokee County, Georgia",13,057,2017
493,126285,60343,97666,43048,20082,21509,13027,97666,1714,5073,18594,35137,5308,18149,13691,87609,24300,63309,"Clarke County, Georgia",13,059,2017
494,281558,131360,187671,48116,49596,65253,24706,187671,5419,20293,71321,45200,15958,19116,10364,183573,22404,161169,"Clayton County, Georgia",13,063,2017
495,750520,361694,510668,106750,135236,182054,86628,510668,7008,22490,98010,117646,38865,146838,79811,502227,38327,463900,"Cobb County, Georgia",13,067,2017
496,146586,70490,106673,22252,27733,37328,19360,106673,3039,4592,28076,25595,11789,21038,12544,106350,6195,100155,"Columbia County, Georgia",13,073,2017
497,142559,69647,102690,19676,24462,39568,18984,102690,2853,7464,28619,27632,7054,20898,8170,102214,8646,93568,"Coweta County, Georgia",13,077,2017
498,747759,352977,514346,113342,139539,174569,86896,514346,9544,31749,117217,108775,33354,126850,86857,504371,53018,451353,"DeKalb County, Georgia",13,089,2017
499,87635,40447,66101,16429,16332,19687,13653,66101,2399,6863,21627,17022,4698,7205,6287,62922,14453,48469,"Dougherty County, Georgia",13,095,2017
500,142511,67301,102445,21268,28204,36960,16013,102445,2582,11465,32047,22412,7666,15699,10574,101185,10802,90383,"Douglas County, Georgia",13,097,2017
501,111866,54794,81515,13610,15896,32061,19948,81515,511,4488,17946,18176,5654,21573,13167,80986,4122,76864,"Fayette County, Georgia",13,113,2017
502,95579,44129,69792,15037,15496,23303,15956,69792,2252,8619,25974,14927,5584,7096,5340,66150,8859,57291,"Floyd County, Georgia",13,115,2017
503,227357,112771,143396,22217,37243,58324,25612,143396,1996,6307,26163,26654,10117,48818,23341,142873,7058,135815,"Forsyth County, Georgia",13,117,2017
504,1031739,496233,733102,178749,194548,246143,113662,733102,12232,39629,145841,149282,46126,211862,128130,704822,85206,619616,"Fulton County, Georgia",13,121,2017
505,84117,38852,65103,11786,14269,22520,16528,65103,1298,5773,17521,15407,5393,12869,6842,64140,7591,56549,"Glynn County, Georgia",13,127,2017
506,914966,446181,555013,121803,148167,203628,81415,555013,12165,31463,128094,125794,55045,135957,66495,551185,40432,510753,"Gwinnett County, Georgia",13,135,2017
507,198505,99601,125142,27298,26778,43079,27987,125142,4382,12782,36576,31236,6346,20964,12856,123836,9209,114627,"Hall County, Georgia",13,139,2017
508,224278,107972,160355,35466,40837,59383,24669,160355,2450,10773,53992,40045,11603,27525,13967,159412,12718,146694,"Henry County, Georgia",13,151,2017
509,149791,71928,109065,23274,29951,37267,18573,109065,1523,5951,30180,30126,9471,21115,10699,107566,10336,97230,"Houston County, Georgia",13,153,2017
510,66765,34180,49193,8587,13832,17133,9641,49193,2000,4583,16234,11109,4357,7005,3905,48612,4661,43951,"Jackson County, Georgia",13,157,2017
511,110690,52377,86143,28678,20646,23539,13280,86143,3487,8545,28119,17406,7344,13012,8230,82496,20597,61899,"Lowndes County, Georgia",13,185,2017
512,184416,85745,142316,35708,36736,45000,24872,142316,5379,11033,43145,39000,11598,21580,10581,134690,24908,109782,"Muscogee County, Georgia",13,215,2017
513,107242,52345,78694,16536,20164,27726,14268,78694,1653,7673,30683,18261,6111,7705,6608,77507,9516,67991,"Newton County, Georgia",13,217,2017
514,158634,77598,113769,24042,31627,41856,16244,113769,1911,9862,39177,31391,9451,13563,8414,113146,9380,103766,"Paulding County, Georgia",13,223,2017
515,192027,88528,152169,40510,36080,48439,27140,152169,6027,19927,48825,37217,12690,17270,10213,143796,26671,117125,"Richmond County, Georgia",13,245,2017
516,89567,42338,63745,13576,14338,23709,12122,63745,1914,4799,19420,17167,5078,9796,5571,63014,6705,56309,"Rockdale County, Georgia",13,247,2017
517,64674,30790,48583,9624,11017,16543,11399,48583,855,7639,20655,7711,2928,5912,2883,47877,7326,40551,"Spalding County, Georgia",13,255,2017
518,68541,33606,51598,11517,11972,17698,10411,51598,2081,7813,18303,11179,2978,6213,3031,50312,11186,39126,"Troup County, Georgia",13,285,2017
519,67432,31852,53527,9291,12436,19044,12756,53527,1428,5864,20977,11690,4725,5427,3416,52279,5911,46368,"Walker County, Georgia",13,295,2017
520,90776,44430,67687,12835,15824,24935,14093,67687,872,6938,30087,12853,5266,8613,3058,66866,8336,58530,"Walton County, Georgia",13,297,2017
521,103790,50785,62098,14273,13116,21435,13274,62098,2875,9572,20918,13937,3302,7575,3919,61072,8036,53036,"Whitfield County, Georgia",13,313,2017
522,198611,98150,143064,24095,30920,50530,37519,143064,2252,6155,45079,35920,12863,27611,13184,140798,19387,121411,"Hawaii County, Hawaii",15,001,2017
523,938337,456542,711108,159476,175777,213272,162583,711108,17445,25683,203515,160179,74884,151762,77640,684914,50454,634460,"Honolulu County, Hawaii",15,003,2017
524,71417,34740,51120,8759,12919,16486,12956,51120,1542,2252,15818,10167,7022,9454,4865,50610,4453,46157,"Kauai County, Hawaii",15,007,2017
525,164762,81979,120186,20402,30454,42896,26434,120186,3456,5752,38777,28839,12503,21085,9774,119167,11888,107279,"Maui County, Hawaii",15,009,2017
526,448422,223733,337342,69338,91223,114083,62698,337342,3721,16514,85538,87704,32027,74325,37513,328947,35544,293403,"Ada County, Idaho",16,001,2017
527,84172,41325,61831,15090,16795,18459,11487,61831,731,3307,17807,17959,5972,11383,4672,60083,7839,52244,"Bannock County, Idaho",16,005,2017
528,113619,56871,75819,17433,20516,23190,14680,75819,1097,4099,19477,22937,6007,16729,5473,74874,6187,68687,"Bonneville County, Idaho",16,019,2017
529,215324,106328,145490,34523,37811,45208,27948,145490,5359,11648,51092,41460,10442,19170,6319,142986,22079,120907,"Canyon County, Idaho",16,027,2017
530,156531,77573,120142,22346,29248,40033,28515,120142,809,6507,34192,37871,12582,20438,7743,118945,9253,109692,"Kootenai County, Idaho",16,055,2017
531,84075,40948,56333,11930,14698,17460,12245,56333,1340,3694,16438,16628,7180,7735,3318,55316,6229,49087,"Twin Falls County, Idaho",16,083,2017
532,65026,32364,50956,9094,11399,17027,13436,50956,1052,3247,17567,12456,4190,7102,5342,49785,6194,43591,"Adams County, Illinois",17,001,2017
533,207722,103731,152623,56069,31461,39625,25468,152623,1074,3815,30258,53254,12862,27958,23402,138885,26380,112505,"Champaign County, Illinois",17,019,2017
534,5164142,2503351,3543035,801985,904056,1141382,695612,3543035,126602,229422,815119,798193,232393,827984,513322,3474549,420666,3053883,"Cook County, Illinois",17,031,2017
535,104110,50360,76576,24242,17827,21895,12612,76576,1401,3717,20469,24012,7622,12717,6638,72820,9998,62822,"DeKalb County, Illinois",17,037,2017
536,924176,454603,652423,128992,147512,242960,132959,652423,12836,24256,120451,136273,46981,195775,115851,641083,31909,609174,"DuPage County, Illinois",17,043,2017
537,531523,266131,344227,70190,81318,126409,66310,344227,9920,21692,85545,87215,25567,77396,36892,340500,20754,319746,"Kane County, Illinois",17,089,2017
538,107677,52786,81008,17259,17689,28287,17773,81008,2507,6046,26745,22509,7907,9817,5477,77166,10552,66614,"Kankakee County, Illinois",17,091,2017
539,125889,63276,85621,15889,26427,30343,12962,85621,2740,6114,21402,22253,7610,17139,8363,85292,4864,80428,"Kendall County, Illinois",17,093,2017
540,687836,339846,471028,100719,99609,179184,91516,471028,9390,24247,111865,95551,31084,118372,80519,455295,26689,428606,"Lake County, Illinois",17,097,2017
541,106943,52639,83823,14501,19216,30192,19914,83823,1132,6768,31399,22705,7434,9636,4749,80755,9682,71073,"LaSalle County, Illinois",17,099,2017
542,307680,153143,221693,41213,50202,88545,41733,221693,3066,9820,59473,57363,19190,50347,22434,220355,11347,209008,"McHenry County, Illinois",17,111,2017
543,171227,82598,127829,39662,27898,38444,21825,127829,1375,3794,28567,38360,9930,33034,12769,121147,20896,100251,"McLean County, Illinois",17,113,2017
544,103426,49943,81160,16291,17582,26919,20368,81160,1677,5678,27003,22261,7603,11451,5487,77993,8911,69082,"Macon County, Illinois",17,115,2017
545,262545,127875,205151,39821,49243,71708,44379,205151,4152,13810,64306,51699,19157,31953,20074,200454,27406,173048,"Madison County, Illinois",17,119,2017
546,180762,88349,134788,28048,32159,44801,29780,134788,3404,11542,34318,36667,11424,22251,15182,130452,19222,111230,"Peoria County, Illinois",17,143,2017
547,142013,68400,106463,20470,23531,35456,27006,106463,2244,8318,33092,29053,10971,14529,8256,101903,10934,90969,"Rock Island County, Illinois",17,161,2017
548,256836,123765,196145,38555,47659,69905,40026,196145,3011,14422,58794,49116,20036,28709,22057,193047,24750,168297,"St. Clair County, Illinois",17,163,2017
549,194529,93478,148772,26976,34573,53796,33427,148772,2400,9275,42996,36914,11958,28545,16684,145636,19980,125656,"Sangamon County, Illinois",17,167,2017
550,131218,63491,101634,17303,24639,35748,23944,101634,1331,8056,32807,22251,10478,18915,7796,99272,7932,91340,"Tazewell County, Illinois",17,179,2017
551,75235,36472,58377,10958,12710,19733,14976,58377,1422,7251,22839,12135,6077,5876,2777,55826,8466,47360,"Vermilion County, Illinois",17,183,2017
552,685348,339084,478945,98458,118485,178188,83814,478945,10330,25384,132422,120087,41994,100399,48329,470859,26785,444074,"Will County, Illinois",17,197,2017
553,65177,31728,52248,9125,13098,17520,12505,52248,1263,3022,15636,16053,5225,6485,4564,50309,6809,43500,"Williamson County, Illinois",17,199,2017
554,281607,136694,206223,39622,46038,72765,47798,206223,5921,16286,69048,52996,20544,25832,15596,202960,22364,180596,"Winnebago County, Illinois",17,201,2017
555,369342,180899,266033,58135,66280,88907,52711,266033,8661,19648,80372,63853,28475,44715,20309,261861,27097,234764,"Allen County, Indiana",18,003,2017
556,81246,40595,56904,11455,12725,19718,13006,56904,706,3463,19577,11141,4678,11389,5950,56133,5637,50496,"Bartholomew County, Indiana",18,005,2017
557,65195,32246,47173,8359,12517,17719,8578,47173,553,2694,9563,8620,2724,14841,8178,46594,2625,43969,"Boone County, Indiana",18,011,2017
558,115264,55511,87970,16376,23328,30291,17975,87970,1228,6376,34212,21700,9212,10670,4572,86345,7084,79261,"Clark County, Indiana",18,019,2017
559,113692,55082,92884,29858,16675,27311,19040,92884,2344,6781,28369,28684,7948,11173,7585,86407,17605,68802,"Delaware County, Indiana",18,035,2017
560,202422,99781,139094,29356,34568,46248,28922,139094,9694,15345,47181,30047,9899,17246,9682,136281,11102,125179,"Elkhart County, Indiana",18,039,2017
561,75954,37860,58298,10725,14127,21565,11881,58298,555,5895,17572,12386,5534,10604,5752,57105,5377,51728,"Floyd County, Indiana",18,043,2017
562,65643,31013,52360,11835,10370,17378,12777,52360,961,4121,18083,14841,4068,5953,4333,47231,7139,40092,"Grant County, Indiana",18,053,2017
563,322094,157698,224523,37833,66280,82741,37669,224523,1081,6597,35046,41893,14440,80691,44775,223111,6268,216843,"Hamilton County, Indiana",18,057,2017
564,74390,37065,55230,9368,13879,20510,11473,55230,510,3696,17320,12296,4730,11299,5379,54651,2502,52149,"Hancock County, Indiana",18,059,2017
565,160978,79390,119724,22995,32583,42237,21909,119724,1818,6391,32808,27335,11454,26651,13267,117185,5029,112156,"Hendricks County, Indiana",18,063,2017
566,81498,38940,62906,11313,13573,22488,15532,62906,1819,4060,25334,13743,6198,8804,2948,62108,7892,54216,"Howard County, Indiana",18,067,2017
567,151796,74430,112746,22391,30318,37756,22281,112746,1101,7001,33538,26815,8797,24537,10957,110747,8108,102639,"Johnson County, Indiana",18,081,2017
568,78478,39929,57538,12113,12726,20148,12551,57538,2439,5182,20046,11873,5078,9382,3538,56198,5344,50854,"Kosciusko County, Indiana",18,085,2017
569,482120,233153,357003,68836,85126,126659,76382,357003,10698,28210,123758,88656,29840,51874,23967,352943,44378,308565,"Lake County, Indiana",18,089,2017
570,102344,48395,84329,16004,19703,29457,19165,84329,1455,8565,33806,18841,7433,10161,4068,76886,9689,67197,"LaPorte County, Indiana",18,091,2017
571,124894,60837,99069,18377,22862,35013,22817,99069,1958,9848,39107,22025,9134,11820,5177,93854,14918,78936,"Madison County, Indiana",18,095,2017
572,940170,452095,657680,157331,170126,215447,114776,657680,19140,62971,192426,133844,47953,129765,71581,644789,89533,555256,"Marion County, Indiana",18,097,2017
573,145912,73130,114578,45127,21635,29297,18519,114578,2049,6485,22182,39053,6020,22283,16506,101693,22042,79651,"Monroe County, Indiana",18,105,2017
574,68944,34069,52923,9348,11852,20421,11302,52923,1050,6975,18871,12208,5036,6130,2653,52128,4621,47507,"Morgan County, Indiana",18,109,2017
575,166566,83516,128650,24441,31895,45508,26806,128650,1018,7118,45902,29094,9575,23424,12519,124766,13377,111389,"Porter County, Indiana",18,127,2017
576,268146,130022,196992,46324,45283,63960,41425,196992,4217,17096,58451,49027,15133,32300,20768,186342,24287,162055,"St. Joseph County, Indiana",18,141,2017
577,188645,95907,132672,50886,25543,35334,20909,132672,2035,4706,35808,39258,9910,26899,14056,119868,19378,100490,"Tippecanoe County, Indiana",18,157,2017
578,179199,86541,138862,29863,32752,46658,29589,138862,2335,12776,37616,34983,14164,24925,12063,133594,21252,112342,"Vanderburgh County, Indiana",18,163,2017
579,103506,51042,83741,23093,17998,25519,17131,83741,1465,9663,25405,23689,6210,10674,6635,75995,12952,63043,"Vigo County, Indiana",18,167,2017
580,64698,31295,51109,9539,11390,18203,11977,51109,1898,4697,17883,12705,4414,5773,3739,48890,6812,42078,"Wayne County, Indiana",18,177,2017
